Date,Open,High,Low,Close,Adj Close,Volume
1990-11-01,0.272321,0.276786,0.265625,0.272321,0.219838,90652800
1990-11-02,0.272321,0.289063,0.272321,0.283482,0.228848,148612800
1990-11-05,0.287946,0.299107,0.285714,0.296875,0.239660,184475200
1990-11-06,0.299107,0.308036,0.296875,0.299107,0.241462,184766400
1990-11-07,0.299107,0.301339,0.291295,0.296875,0.239660,202977600
1990-11-08,0.294643,0.312500,0.294643,0.308036,0.248670,199248000
1990-11-09,0.312500,0.319196,0.308036,0.316964,0.255877,198228800
1990-11-12,0.316964,0.328125,0.314732,0.323661,0.261284,145051200
1990-11-13,0.323661,0.325893,0.319196,0.321429,0.259482,141948800
1990-11-14,0.319196,0.332589,0.319196,0.330357,0.266689,190747200
1990-11-15,0.328125,0.330357,0.316964,0.321429,0.259482,161772800
1990-11-16,0.319196,0.321429,0.310268,0.313616,0.254021,183008000
1990-11-19,0.316964,0.324777,0.314732,0.324777,0.263061,223910400
1990-11-20,0.325893,0.328125,0.314732,0.316964,0.256733,153630400
1990-11-21,0.314732,0.323661,0.310268,0.322545,0.261253,123211200
1990-11-23,0.323661,0.330357,0.321429,0.324777,0.263061,53200000
1990-11-26,0.321429,0.330357,0.321429,0.328125,0.265773,81457600
1990-11-27,0.330357,0.341518,0.328125,0.334821,0.271197,164584000
1990-11-28,0.337054,0.343750,0.328125,0.328125,0.265773,174910400
1990-11-29,0.330357,0.330357,0.323661,0.328125,0.265773,126705600
1990-11-30,0.323661,0.332589,0.323661,0.328125,0.265773,121508800
1990-12-03,0.332589,0.341518,0.330357,0.340402,0.275717,165401600
1990-12-04,0.334821,0.345982,0.334821,0.343750,0.278429,152152000
1990-12-05,0.343750,0.359375,0.338170,0.358259,0.290181,218388800
1990-12-06,0.368304,0.372768,0.361607,0.368304,0.298317,532246400
1990-12-07,0.366071,0.381696,0.366071,0.379464,0.307356,329660800
1990-12-10,0.377232,0.379464,0.370536,0.372768,0.301933,250588800
1990-12-11,0.368304,0.370536,0.357143,0.357143,0.289277,347883200
1990-12-12,0.354911,0.357143,0.348214,0.353795,0.286565,242356800
1990-12-13,0.352679,0.366071,0.352679,0.363839,0.294700,160731200
1990-12-14,0.359375,0.361607,0.352679,0.356027,0.288373,87068800
1990-12-17,0.348214,0.361607,0.348214,0.358259,0.290181,131107200
1990-12-18,0.366071,0.379464,0.363839,0.377232,0.305548,220987200
1990-12-19,0.379464,0.379464,0.367188,0.373884,0.302837,140660800
1990-12-20,0.368304,0.397321,0.368304,0.392857,0.318204,401072000
1990-12-21,0.395089,0.404018,0.388393,0.401786,0.325437,346136000
1990-12-24,0.399554,0.401786,0.392857,0.392857,0.318204,58721600
1990-12-26,0.392857,0.395089,0.383929,0.390625,0.316396,103073600
1990-12-27,0.386161,0.392857,0.386161,0.388393,0.314589,97652800
1990-12-28,0.386161,0.388393,0.381696,0.383929,0.310973,63929600
1990-12-31,0.383929,0.386161,0.381696,0.383929,0.310973,44273600
1991-01-02,0.381696,0.392857,0.375000,0.388393,0.314589,154985600
1991-01-03,0.388393,0.395089,0.383929,0.383929,0.310973,150180800
1991-01-04,0.383929,0.395089,0.383929,0.386161,0.312781,141523200
1991-01-07,0.383929,0.404018,0.383929,0.386161,0.312781,310800000
1991-01-08,0.390625,0.391741,0.379464,0.386161,0.312781,218691200
1991-01-09,0.395089,0.410714,0.390625,0.404018,0.327244,467264000
1991-01-10,0.408482,0.421875,0.408482,0.420759,0.340804,435321600
1991-01-11,0.419643,0.421875,0.410714,0.419643,0.339900,307652800
1991-01-14,0.410714,0.417411,0.410714,0.412946,0.334476,210840000
1991-01-15,0.415179,0.417411,0.410714,0.417411,0.338092,192057600
1991-01-16,0.419643,0.446429,0.417411,0.444196,0.359788,390633600
1991-01-17,0.468750,0.470982,0.437500,0.457589,0.370636,591673600
1991-01-18,0.435268,0.453125,0.433036,0.448661,0.363404,943241600
1991-01-21,0.444196,0.459821,0.444196,0.453125,0.367020,324307200
1991-01-22,0.455357,0.468750,0.450893,0.457589,0.370636,427728000
1991-01-23,0.457589,0.466518,0.455357,0.462054,0.374252,244260800
1991-01-24,0.459821,0.470982,0.459821,0.465402,0.376964,233934400
1991-01-25,0.464286,0.478795,0.464286,0.477679,0.386908,223809600
1991-01-28,0.475446,0.493304,0.475446,0.486607,0.394139,273481600
1991-01-29,0.484375,0.486607,0.466518,0.479911,0.388716,215555200
1991-01-30,0.475446,0.497768,0.475446,0.495536,0.401372,336772800
1991-01-31,0.495536,0.500000,0.488839,0.495536,0.401372,242592000
1991-02-01,0.495536,0.516741,0.495536,0.497768,0.403180,444550400
1991-02-04,0.497768,0.500000,0.491071,0.493304,0.399564,267848000
1991-02-05,0.493304,0.517857,0.488839,0.515625,0.417643,356115200
1991-02-06,0.515625,0.520089,0.504464,0.507813,0.411316,222566400
1991-02-07,0.508929,0.524554,0.497768,0.515625,0.417643,520172800
1991-02-08,0.513393,0.537946,0.513393,0.534598,0.433011,313555200
1991-02-11,0.535714,0.549107,0.533482,0.547991,0.443859,323030400
1991-02-12,0.544643,0.546875,0.530134,0.535714,0.433915,224750400
1991-02-13,0.535714,0.537946,0.517857,0.535714,0.433915,255550400
1991-02-14,0.535714,0.535714,0.506696,0.510045,0.413124,377675200
1991-02-15,0.511161,0.522321,0.511161,0.514509,0.417616,365612800
1991-02-19,0.513393,0.537946,0.512277,0.535714,0.434828,226251200
1991-02-20,0.531250,0.551339,0.529018,0.544643,0.442075,213640000
1991-02-21,0.546875,0.555804,0.524554,0.526786,0.427581,190870400
1991-02-22,0.526786,0.551339,0.522321,0.533482,0.433016,232568000
1991-02-25,0.537946,0.540179,0.513393,0.517857,0.420334,359273600
1991-02-26,0.513393,0.524554,0.504464,0.520089,0.422145,250017600
1991-02-27,0.520089,0.522321,0.513393,0.520089,0.422145,174372800
