Date,Open,High,Low,Close,Adj Close,Volume
1998-10-08,94.562500,96.750000,92.218750,96.593750,63.235386,20625000
1998-10-09,97.000000,98.781250,94.062500,98.531250,64.503746,12708500
1998-10-12,100.625000,101.437500,99.687500,99.968750,65.444801,9508500
1998-10-13,99.562500,100.406250,98.750000,99.625000,65.219772,6256800
1998-10-14,98.937500,101.812500,98.843750,100.562500,65.833534,8176900
1998-10-15,100.125000,107.250000,99.937500,105.968750,69.372742,20541100
1998-10-16,106.125000,106.750000,105.000000,106.000000,69.393227,16573900
1998-10-19,105.687500,106.812500,105.500000,106.375000,69.638680,7915900
1998-10-20,107.562500,108.796875,106.093750,107.000000,70.047844,14611600
1998-10-21,106.875000,107.625000,105.875000,106.625000,69.802353,9178400
1998-10-22,106.781250,108.468750,106.156250,108.218750,70.845688,8277500
1998-10-23,107.968750,108.000000,106.781250,106.843750,69.945534,6237200
1998-10-26,107.718750,108.468750,106.781250,107.625000,70.457001,5838600
1998-10-27,108.437500,108.968750,106.281250,107.000000,70.047844,10089700
1998-10-28,106.562500,107.531250,106.031250,106.812500,69.925148,5650600
1998-10-29,107.093750,109.437500,106.625000,109.406250,71.623100,9625600
1998-10-30,110.125000,110.906250,109.500000,110.000000,72.011780,9872800
1998-11-02,110.812500,111.875000,110.187500,111.875000,73.239265,6501400
1998-11-03,111.593750,111.812500,110.750000,111.062500,72.707397,6866000
1998-11-04,112.468750,113.093750,111.093750,112.250000,73.484749,8233600
1998-11-05,111.531250,113.937500,111.125000,113.781250,74.487251,6841500
1998-11-06,113.468750,114.562500,113.312500,114.125000,74.712257,5224800
1998-11-09,113.937500,114.250000,112.500000,113.312500,74.180359,6188700
1998-11-10,113.000000,113.937500,112.250000,113.000000,73.975754,14015200
1998-11-11,113.812500,114.000000,111.890625,112.250000,73.484749,10922400
1998-11-12,112.312500,113.125000,111.687500,112.125000,73.402931,5457400
1998-11-13,112.218750,113.218750,112.125000,113.218750,74.118973,5524600
1998-11-16,114.218750,114.359375,112.890625,114.062500,74.671349,6023700
1998-11-17,113.656250,115.625000,113.000000,114.062500,74.671349,9058900
1998-11-18,114.312500,115.000000,113.500000,114.750000,75.121384,4567700
1998-11-19,115.281250,115.906250,114.625000,115.750000,75.776024,5249300
1998-11-20,116.359375,116.750000,115.843750,116.625000,76.348854,5562000
1998-11-23,117.468750,119.625000,117.156250,119.375000,78.149147,7151300
1998-11-24,119.000000,119.656250,118.453125,118.625000,77.658203,5323700
1998-11-25,118.937500,119.187500,118.218750,118.625000,77.658203,4393500
1998-11-27,119.468750,119.718750,119.015625,119.500000,78.230995,4557900
1998-11-30,119.015625,119.375000,116.125000,116.125000,76.021576,8705400
1998-12-01,116.125000,118.031250,115.218750,117.625000,77.003510,8950600
1998-12-02,117.218750,117.906250,116.000000,117.281250,76.778481,7495500
1998-12-03,117.250000,118.312500,115.093750,115.343750,75.510101,12145300
1998-12-04,116.625000,118.500000,116.500000,118.375000,77.494499,10339500
1998-12-07,118.062500,119.468750,118.000000,118.937500,77.862762,4290000
1998-12-08,118.531250,119.750000,117.500000,118.406250,77.514977,10102600
1998-12-09,118.687500,118.968750,117.875000,118.625000,77.658203,5327900
1998-12-10,118.843750,118.843750,116.718750,116.890625,76.522758,5966600
1998-12-11,116.437500,117.343750,115.562500,117.125000,76.676186,8198200
1998-12-14,116.156250,116.406250,113.750000,113.750000,74.466736,9521400
1998-12-15,114.687500,116.750000,114.531250,116.687500,76.389816,9631500
1998-12-16,117.125000,117.125000,115.750000,116.531250,76.287498,7260000
1998-12-17,117.218750,118.593750,117.031250,118.390625,77.504768,6914700
1998-12-18,118.312500,119.125000,117.875000,118.500000,77.834068,4802400
1998-12-21,119.250000,121.343750,119.000000,120.156250,78.921967,8580700
1998-12-22,120.406250,121.218750,119.187500,120.687500,79.270866,5461100
1998-12-23,121.187500,123.218750,120.812500,123.218750,80.933472,7791000
1998-12-24,123.156250,123.250000,122.500000,122.687500,80.584541,1507100
1998-12-28,123.250000,123.312500,122.000000,122.375000,80.379272,4203600
1998-12-29,122.718750,124.484375,122.125000,124.312500,81.651894,3935800
1998-12-30,123.937500,124.750000,123.031250,123.312500,80.995056,6810700
1998-12-31,123.312500,123.937500,122.468750,123.312500,80.995056,6790500
1999-01-04,123.375000,125.218750,121.718750,123.031250,80.810310,9450400
1999-01-05,122.937500,124.875000,122.937500,124.437500,81.733978,8031000
1999-01-06,125.812500,127.750000,125.750000,127.437500,83.704468,7737700
1999-01-07,126.375000,127.218750,125.781250,126.812500,83.293961,5504900
1999-01-08,128.187500,128.500000,125.968750,127.750000,83.909698,6224400
1999-01-11,127.687500,127.687500,125.218750,126.531250,83.109253,7578300
1999-01-12,126.218750,126.218750,123.750000,124.250000,81.610840,7768800
1999-01-13,120.406250,125.125000,120.375000,123.375000,81.036102,10810600
1999-01-14,123.625000,123.906250,120.906250,121.218750,79.619812,11400700
1999-01-15,122.375000,124.781250,122.062500,124.375000,81.692924,7817700
1999-01-19,125.296875,125.625000,123.500000,125.187500,82.226593,6535100
1999-01-20,126.093750,127.937500,125.031250,126.187500,82.883392,6534400
1999-01-21,125.578125,125.843750,122.593750,122.843750,80.687180,6937500
1999-01-22,122.125000,123.843750,121.781250,122.562500,80.502426,7522300
1999-01-25,123.281250,124.000000,121.906250,123.812500,81.323441,5700300
1999-01-26,124.125000,126.062500,123.625000,126.062500,82.801308,6047000
1999-01-27,126.375000,126.625000,124.156250,124.593750,81.836624,7399400
1999-01-28,125.250000,126.968750,125.187500,126.687500,83.211845,5961700
1999-01-29,127.343750,128.296875,125.406250,127.656250,83.848183,6456800
1999-02-01,128.687500,128.687500,126.906250,126.906250,83.355537,9426800
1999-02-02,127.078125,127.218750,124.765625,126.125000,82.842354,9194500
1999-02-03,125.687500,127.937500,125.656250,127.406250,83.683929,10290700
1999-02-04,127.375000,127.500000,124.781250,125.500000,82.431877,7761100
1999-02-05,125.656250,125.656250,123.218750,124.062500,81.487625,7516100
1999-02-08,125.093750,125.093750,123.343750,124.312500,81.651894,8528400
1999-02-09,124.375000,124.500000,121.515625,121.531250,79.825066,8985700
1999-02-10,122.125000,123.000000,121.328125,122.312500,80.338234,6936700
1999-02-11,123.062500,126.093750,122.500000,125.125000,82.185570,9181800
1999-02-12,124.812500,125.500000,122.625000,123.625000,81.200294,10676600
1999-02-16,124.750000,125.625000,122.875000,122.875000,80.707710,6915500
1999-02-17,123.187500,125.359375,122.250000,122.750000,80.625603,7858100
1999-02-18,123.187500,124.375000,122.218750,123.718750,81.261887,9048900
1999-02-19,124.000000,125.750000,123.375000,124.250000,81.610840,5312200
1999-02-22,124.437500,127.718750,124.281250,127.562500,83.786591,10695800
1999-02-23,127.593750,128.500000,126.593750,127.500000,83.745529,7770700
1999-02-24,127.843750,128.843750,125.000000,125.250000,82.267639,7271000
1999-02-25,124.531250,125.281250,122.687500,124.062500,81.487625,11633000
1999-02-26,124.750000,124.843750,122.812500,123.562500,81.159264,9621300
1999-03-01,123.656250,124.312500,122.375000,123.906250,81.385048,7607200
1999-03-02,124.500000,125.312500,122.312500,122.812500,80.666618,9651500
1999-03-03,123.093750,123.562500,121.781250,123.468750,81.097672,7881400
1999-03-04,124.062500,125.484375,123.265625,125.031250,82.123970,8256400
1999-03-05,127.500000,128.125000,126.562500,127.546875,83.776291,10703100
1999-03-08,128.281250,128.796875,127.250000,128.375000,84.320229,4802200
1999-03-09,128.125000,129.937500,127.750000,128.062500,84.115005,7893400
1999-03-10,128.468750,129.250000,127.781250,129.187500,84.853905,3950000
1999-03-11,129.687500,131.187500,128.875000,130.625000,85.798111,6583700
1999-03-12,131.000000,131.031250,129.218750,129.375000,84.977058,5286500
1999-03-15,129.937500,131.250000,129.500000,131.218750,86.188072,5394400
1999-03-16,131.125000,131.656250,130.468750,130.718750,85.859665,4547500
1999-03-17,130.687500,130.937500,129.625000,130.156250,85.490234,4524100
1999-03-18,129.781250,132.375000,129.750000,132.250000,86.865456,3506300
1999-03-19,132.312500,132.625000,129.687500,129.687500,85.388947,5526700
1999-03-22,130.062500,130.593750,129.421875,129.937500,85.553535,4603800
1999-03-23,129.312500,129.531250,125.703125,126.187500,83.084450,9713800
1999-03-24,126.843750,127.171875,125.625000,126.906250,83.557701,6280900
1999-03-25,128.062500,129.500000,127.750000,129.500000,85.265457,6639600
1999-03-26,128.625000,129.125000,127.718750,128.562500,84.648209,6159700
1999-03-29,129.156250,131.437500,129.156250,131.156250,86.355988,5863900
1999-03-30,129.937500,131.218750,129.562500,130.468750,85.903305,5401400
1999-03-31,131.156250,131.609375,128.312500,128.375000,84.524750,7413600
1999-04-01,129.687500,129.687500,128.125000,129.343750,85.162582,7683600
1999-04-05,130.937500,132.593750,130.250000,132.406250,87.178978,5791100
1999-04-06,132.187500,132.984375,131.156250,132.093750,86.973228,5381300
1999-04-07,132.687500,133.375000,131.375000,133.156250,87.672791,6248600
1999-04-08,133.187500,134.937500,132.281250,134.843750,88.783913,5909100
1999-04-09,134.437500,135.500000,133.593750,134.875000,88.804527,4365800
1999-04-12,133.468750,136.406250,133.218750,136.312500,89.750931,8213200
1999-04-13,136.250000,136.468750,134.500000,135.437500,89.174881,10071400
1999-04-14,136.062500,136.062500,132.687500,133.156250,87.672791,11551700
1999-04-15,133.437500,133.562500,131.000000,132.656250,87.343643,11150000
1999-04-16,132.906250,132.906250,131.187500,131.531250,86.602875,6476200
1999-04-19,132.687500,134.531250,128.375000,129.500000,85.265457,12487200
1999-04-20,129.812500,131.187500,129.000000,131.125000,86.335396,9049600
1999-04-21,131.062500,135.625000,130.406250,134.875000,88.804527,5772200
1999-04-22,135.125000,136.375000,134.390625,136.156250,89.648102,6897400
1999-04-23,135.875000,136.750000,135.000000,135.812500,89.421753,4593100
1999-04-26,136.500000,136.812500,135.468750,136.593750,89.936150,3606500
1999-04-27,137.125000,137.500000,135.843750,137.250000,90.368286,5147200
1999-04-28,136.437500,137.250000,135.000000,135.375000,89.133682,5544300
1999-04-29,135.562500,136.062500,133.812500,134.343750,88.454712,9824300
1999-04-30,135.093750,135.625000,131.500000,133.250000,87.734573,10991900
1999-05-03,133.437500,135.843750,133.093750,135.687500,89.339485,10709700
1999-05-04,135.125000,135.812500,133.125000,133.750000,88.063774,10509300
1999-05-05,133.937500,135.062500,131.843750,134.812500,88.763344,10032300
1999-05-06,134.437500,135.125000,132.375000,133.984375,88.218124,13507200
1999-05-07,134.500000,135.125000,133.437500,135.000000,88.886795,8680700
1999-05-10,134.843750,135.718750,133.531250,134.328125,88.444420,5580100
1999-05-11,135.312500,136.875000,134.718750,135.687500,89.339485,7000600
1999-05-12,135.750000,137.218750,131.500000,136.750000,90.039047,13865800
1999-05-13,137.250000,138.000000,136.812500,137.343750,90.429932,4485700
1999-05-14,134.562500,135.875000,133.500000,133.781250,88.084335,8370100
1999-05-17,133.625000,134.484375,132.375000,134.187500,88.351852,6268100
1999-05-18,134.531250,134.984375,132.625000,133.937500,88.187233,8218600
1999-05-19,134.468750,135.000000,133.250000,134.906250,88.825066,5052400
1999-05-20,135.125000,135.593750,134.062500,134.093750,88.290108,4670400
1999-05-21,134.125000,134.687500,132.593750,133.343750,87.796257,6418200
1999-05-24,133.843750,133.843750,130.390625,131.125000,86.335396,7952000
1999-05-25,131.375000,132.343750,128.437500,129.000000,84.936272,15406400
1999-05-26,129.312500,131.000000,128.093750,130.437500,85.882744,12575900
1999-05-27,129.843750,130.281250,128.000000,128.562500,84.648209,14515400
1999-05-28,129.000000,130.750000,128.593750,130.203125,85.728424,8748000
1999-06-01,130.125000,130.156250,128.375000,129.750000,85.430115,6705300
1999-06-02,129.750000,130.187500,128.015625,129.875000,85.512367,6981900
1999-06-03,130.687500,130.875000,129.781250,130.593750,85.985634,6076600
1999-06-04,131.468750,133.359375,130.937500,133.218750,87.714012,9787200
1999-06-07,133.437500,134.187500,132.906250,133.562500,87.940315,5299100
1999-06-08,133.375000,133.796875,131.593750,132.250000,87.076164,4895700
1999-06-09,132.406250,133.093750,131.812500,132.125000,86.993820,7409700
1999-06-10,131.437500,131.468750,129.593750,130.906250,86.191399,7040700
1999-06-11,131.218750,132.218750,129.093750,129.812500,85.471230,12824800
1999-06-14,130.687500,130.750000,129.546875,129.937500,85.553535,6823500
1999-06-15,130.468750,131.656250,130.078125,130.812500,86.129646,5700900
1999-06-16,132.375000,133.875000,132.375000,133.312500,87.775711,7865800
1999-06-17,132.875000,135.562500,132.625000,134.562500,88.598747,8162800
1999-06-18,134.062500,134.687500,133.375000,134.312500,88.701118,2875100
1999-06-21,134.468750,135.250000,133.656250,134.625000,88.907440,4646400
1999-06-22,134.000000,135.187500,133.500000,133.687500,88.288338,5862400
1999-06-23,133.000000,133.625000,132.125000,133.031250,87.854950,9629200
1999-06-24,132.875000,132.937500,130.656250,132.031250,87.194542,9176900
1999-06-25,132.593750,133.015625,131.250000,131.703125,86.977859,4087000
1999-06-28,132.687500,133.625000,132.500000,133.312500,88.040665,5028900
1999-06-29,133.000000,135.187500,132.781250,134.562500,88.866226,6956200
1999-06-30,134.625000,137.500000,133.843750,137.000000,90.475929,16856100
1999-07-01,137.000000,138.500000,136.062500,138.031250,91.156967,9939500
1999-07-02,138.125000,139.500000,137.906250,139.406250,92.065033,3772800
1999-07-06,139.250000,140.750000,138.593750,139.375000,92.044441,11221100
1999-07-07,139.062500,139.718750,138.515625,139.562500,92.168213,3230700
1999-07-08,139.062500,140.625000,138.750000,139.671875,92.240456,7101500
1999-07-09,140.000000,140.593750,139.562500,140.500000,92.787392,2976800
1999-07-12,140.937500,140.937500,139.500000,139.875000,92.374649,4436300
1999-07-13,139.375000,139.921875,138.656250,139.375000,92.044441,6477600
1999-07-14,140.000000,140.218750,138.750000,140.156250,92.560387,4382500
1999-07-15,140.781250,141.375000,140.312500,141.046875,93.148567,3348600
1999-07-16,141.250000,142.156250,140.750000,141.812500,93.654152,2281500
1999-07-19,142.187500,142.250000,140.562500,140.875000,93.035019,4287000
1999-07-20,140.125000,140.406250,137.531250,137.984375,91.126038,7060100
1999-07-21,138.093750,138.906250,137.312500,137.828125,91.022873,4793700
1999-07-22,137.437500,138.000000,135.468750,136.015625,89.825836,7804100
1999-07-23,136.656250,137.000000,135.125000,135.750000,89.650444,4603000
1999-07-26,134.875000,136.125000,134.625000,134.750000,88.990021,4333400
1999-07-27,136.000000,137.203125,135.375000,135.875000,89.732971,5908500
1999-07-28,136.250000,137.312500,135.593750,136.312500,90.021927,3955500
1999-07-29,134.937500,135.250000,133.312500,134.406250,88.763039,7760600
1999-07-30,134.812500,135.343750,132.562500,132.750000,87.669220,5994300
1999-08-02,132.750000,134.750000,132.500000,133.062500,87.875565,6065500
1999-08-03,133.718750,133.843750,131.375000,132.437500,87.462814,5445400
1999-08-04,132.718750,133.875000,130.437500,130.625000,86.265831,6497900
1999-08-05,130.875000,131.937500,128.843750,131.812500,87.050087,10322000
1999-08-06,131.218750,132.000000,129.500000,130.375000,86.100731,7537700
1999-08-09,130.593750,131.796875,129.750000,130.093750,85.914963,5565900
1999-08-10,129.875000,130.156250,127.000000,128.656250,84.965652,9793300
1999-08-11,129.687500,130.531250,128.625000,130.218750,85.997551,8003400
1999-08-12,130.687500,131.812500,129.906250,130.140625,85.945953,7036800
1999-08-13,131.625000,133.250000,131.125000,133.156250,87.937485,5857700
1999-08-16,133.125000,133.968750,132.250000,133.750000,88.329659,3927000
1999-08-17,134.437500,134.843750,133.125000,134.625000,88.907440,4808000
