,open,high,low,close,adjclose,volume,ticker
2020-12-29,38.42499923706055,38.47999954223633,37.51499938964844,37.689998626708984,37.65660858154297,5790400,UPRO
2020-12-30,37.959999084472656,38.189998626708984,37.7400016784668,37.84000015258789,37.80647659301758,4217400,UPRO
2020-12-31,37.80500030517578,38.665000915527344,37.625,38.43000030517578,38.39595413208008,5678600,UPRO
2021-01-04,38.869998931884766,38.90999984741211,35.6349983215332,36.85499954223633,36.822349548339844,14195000,UPRO
2021-01-05,36.63999938964844,37.95500183105469,36.6349983215332,37.584999084472656,37.551700592041016,8545800,UPRO
2021-01-06,37.11000061035156,39.32500076293945,36.935001373291016,38.290000915527344,38.256080627441406,15697800,UPRO
2021-01-07,39.064998626708984,40.224998474121094,39.005001068115234,39.974998474121094,39.9395866394043,10134000,UPRO
2021-01-08,40.45000076293945,40.72999954223633,39.345001220703125,40.65999984741211,40.62398147583008,12885600,UPRO
2021-01-11,39.564998626708984,40.439998626708984,39.540000915527344,39.849998474121094,39.814697265625,9382800,UPRO
2021-01-12,39.90999984741211,40.20000076293945,39.10499954223633,39.880001068115234,39.84467315673828,9411200,UPRO
2021-01-13,39.845001220703125,40.51499938964844,39.57500076293945,40.16999816894531,40.1344108581543,6181000,UPRO
2021-01-14,40.435001373291016,40.599998474121094,39.63999938964844,39.755001068115234,39.719783782958984,7253600,UPRO
2021-01-15,39.20000076293945,39.470001220703125,38.255001068115234,38.875,38.84056091308594,8500800,UPRO
2021-01-19,39.689998626708984,39.970001220703125,39.21500015258789,39.79499816894531,39.759742736816406,8177200,UPRO
2021-01-20,40.564998626708984,41.720001220703125,40.439998626708984,41.43000030517578,41.3932991027832,6933400,UPRO
2021-01-21,41.619998931884766,41.775001525878906,41.22999954223633,41.525001525878906,41.488216400146484,4612200,UPRO
2021-01-22,40.904998779296875,41.4900016784668,40.77000045776367,41.10499954223633,41.06858444213867,7853600,UPRO
2021-01-25,41.36000061035156,41.70000076293945,39.689998626708984,41.599998474121094,41.56314468383789,10155600,UPRO
2021-01-26,41.900001525878906,42.04999923706055,41.314998626708984,41.404998779296875,41.368316650390625,4737800,UPRO
2021-01-27,40.2400016784668,40.25,37.58000183105469,38.35499954223633,38.321022033691406,14850000,UPRO
2021-01-28,38.939998626708984,40.64500045776367,38.810001373291016,39.31999969482422,39.28516387939453,13362400,UPRO
2021-01-29,38.70000076293945,39.029998779296875,36.404998779296875,37.005001068115234,36.97222137451172,15330000,UPRO
2021-02-01,38.060001373291016,39.150001525878906,37.380001068115234,38.77000045776367,38.735652923583984,7982200,UPRO
2021-02-02,39.8650016784668,40.974998474121094,39.849998474121094,40.43000030517578,40.39418029785156,7695400,UPRO
2021-02-03,40.73500061035156,41.130001068115234,40.1150016784668,40.55500030517578,40.519073486328125,6377200,UPRO
2021-02-04,40.904998779296875,41.93000030517578,40.845001220703125,41.915000915527344,41.87786865234375,5272800,UPRO
2021-02-05,42.599998474121094,42.665000915527344,42.025001525878906,42.400001525878906,42.3624382019043,5969800,UPRO
2021-02-08,42.91999816894531,43.36000061035156,42.6349983215332,43.36000061035156,43.32158660888672,4910800,UPRO
2021-02-09,43.04999923706055,43.459999084472656,42.900001525878906,43.2400016784668,43.20169448852539,4008800,UPRO
2021-02-10,43.85499954223633,43.92499923706055,42.334999084472656,43.209999084472656,43.17171859741211,6938000,UPRO
2021-02-11,43.59000015258789,43.724998474121094,42.53499984741211,43.38999938964844,43.351558685302734,6182600,UPRO
2021-02-12,43.084999084472656,44.119998931884766,43.084999084472656,44.04499816894531,44.005977630615234,5201800,UPRO
2021-02-16,44.474998474121094,44.540000915527344,43.665000915527344,43.915000915527344,43.876094818115234,7512200,UPRO
2021-02-17,43.275001525878906,44.025001525878906,42.91999816894531,43.95500183105469,43.91606521606445,7880600,UPRO
2021-02-18,43.0,43.63999938964844,42.3849983215332,43.400001525878906,43.36155700683594,8199200,UPRO
2021-02-19,43.834999084472656,43.92499923706055,42.98500061035156,43.15999984741211,43.121761322021484,7556600,UPRO
2021-02-22,42.14500045776367,43.0,42.05500030517578,42.18000030517578,42.14263153076172,7823400,UPRO
2021-02-23,41.380001068115234,42.77000045776367,39.904998779296875,42.310001373291016,42.272518157958984,13051000,UPRO
2021-02-24,41.900001525878906,43.84000015258789,41.57500076293945,43.70500183105469,43.666282653808594,12564800,UPRO
2021-02-25,43.25,43.72999954223633,40.005001068115234,40.56999969482422,40.5340576171875,20683400,UPRO
2021-02-26,41.17499923706055,41.560001373291016,39.21500015258789,39.869998931884766,39.834678649902344,18970400,UPRO
2021-03-01,41.529998779296875,43.220001220703125,41.529998779296875,42.7599983215332,42.72211837768555,9865000,UPRO
2021-03-02,42.8849983215332,42.96500015258789,41.709999084472656,41.78499984741211,41.747982025146484,12509000,UPRO
2021-03-03,41.54999923706055,41.8849983215332,40.10499954223633,40.13999938964844,40.10444259643555,16727000,UPRO
2021-03-04,40.064998626708984,40.935001373291016,37.10499954223633,38.619998931884766,38.585784912109375,20259000,UPRO
