,open,high,low,close,adjclose,volume,ticker
2016-12-29,5.484582901000977,5.519166946411133,5.4116668701171875,5.4608330726623535,5.449560165405273,42864000,TQQQ
2016-12-30,5.4920830726623535,5.49541711807251,5.25,5.301249980926514,5.29030704498291,52692000,TQQQ
2017-01-03,5.400416851043701,5.49541711807251,5.348750114440918,5.4295830726623535,5.418375015258789,48823200,TQQQ
2017-01-04,5.454583168029785,5.552499771118164,5.447500228881836,5.522082805633545,5.510683536529541,33256800,TQQQ
2017-01-05,5.517499923706055,5.627082824707031,5.512499809265137,5.619999885559082,5.6083984375,30686400,TQQQ
2017-01-06,5.6304168701171875,5.806666851043701,5.587500095367432,5.762499809265137,5.750604152679443,47899200,TQQQ
2017-01-09,5.77666711807251,5.849999904632568,5.764999866485596,5.820833206176758,5.808817386627197,33086400,TQQQ
2017-01-10,5.818333148956299,5.9091668128967285,5.787917137145996,5.8541669845581055,5.8420820236206055,33168000,TQQQ
2017-01-11,5.858333110809326,5.9033331871032715,5.772500038146973,5.899167060852051,5.886989593505859,47052000,TQQQ
2017-01-12,5.8408331871032715,5.886666774749756,5.7108330726623535,5.869166851043701,5.857051372528076,40258800,TQQQ
2017-01-13,5.888332843780518,5.965000152587891,5.886666774749756,5.936666965484619,5.924412250518799,29306400,TQQQ
2017-01-17,5.883333206176758,5.9166669845581055,5.829999923706055,5.880833148956299,5.8686933517456055,27765600,TQQQ
2017-01-18,5.908332824707031,5.932499885559082,5.860833168029785,5.920833110809326,5.908611297607422,24664800,TQQQ
2017-01-19,5.9375,6.00333309173584,5.87166690826416,5.90500020980835,5.892810821533203,29865600,TQQQ
2017-01-20,5.983333110809326,6.029167175292969,5.900000095367432,5.943333148956299,5.931064605712891,28423200,TQQQ
2017-01-23,5.925000190734863,5.983333110809326,5.847499847412109,5.956666946411133,5.944370746612549,27625200,TQQQ
2017-01-24,5.989167213439941,6.1066670417785645,5.96416711807251,6.0808329582214355,6.0682806968688965,25845600,TQQQ
2017-01-25,6.19083309173584,6.267499923706055,6.177499771118164,6.258333206176758,6.245414733886719,28074000,TQQQ
2017-01-26,6.2866668701171875,6.321667194366455,6.250833034515381,6.2841668128967285,6.2711944580078125,25428000,TQQQ
2017-01-27,6.316667079925537,6.335000038146973,6.256667137145996,6.314167022705078,6.301133155822754,16624800,TQQQ
2017-01-30,6.247499942779541,6.250833034515381,6.065000057220459,6.170833110809326,6.158094882965088,37521600,TQQQ
2017-01-31,6.107500076293945,6.136666774749756,6.024167060852051,6.136666774749756,6.123999118804932,29808000,TQQQ
2017-02-01,6.256667137145996,6.293333053588867,6.173333168029785,6.25333309173584,6.240424633026123,36255600,TQQQ
